train_acc,train_loss,val_acc,val_loss
0.02357894736842105,4.482539,0.0316,4.3207808
0.03711578947368421,4.267627,0.0424,4.2329726
0.05307368421052633,4.1284337,0.0636,4.0410247
0.0645263157894737,4.014777,0.08560000000000001,3.900284
0.07858947368421053,3.928827,0.0848,3.9711292
0.08722105263157896,3.8778021,0.08960000000000001,3.8525097
0.09610526315789475,3.8036513,0.1124,3.69138
0.10778947368421055,3.7463431,0.0924,3.867726
0.11831578947368424,3.696181,0.1332,3.5782404
0.12890526315789474,3.627292,0.1408,3.6035497
0.1375157894736842,3.581852,0.11040000000000001,3.9673262
0.14732631578947367,3.5227046,0.16400000000000003,3.3978384
0.15823157894736842,3.4661798,0.13520000000000001,3.6257317
0.16519999999999999,3.4331446,0.1576,3.4771185
0.17467368421052631,3.3755283,0.19839999999999997,3.2762687
0.1810315789473684,3.3366268,0.18280000000000002,3.326891
0.18837894736842103,3.293315,0.2052,3.2379673
0.19913684210526314,3.2376814,0.22160000000000005,3.1662054
0.20332631578947372,3.2031584,0.20600000000000002,3.226666
0.2130315789473684,3.1475983,0.234,3.0642688
0.2223368421052632,3.1105733,0.21720000000000006,3.1210754
0.2290947368421053,3.0835202,0.21960000000000002,3.10352
0.2371157894736842,3.0330434,0.25799999999999995,2.9491644
0.24694736842105267,2.9889536,0.2096,3.1915083
0.25103157894736844,2.9540362,0.2744,2.9085517
0.26086315789473685,2.9029813,0.2584,2.9161239
0.2630105263157895,2.887549,0.2464,2.987528
0.2748,2.8421948,0.2784,2.8112028
0.2795789473684211,2.8041112,0.25880000000000003,2.9343033
0.2838315789473684,2.788893,0.2756,2.8626316
0.2942315789473684,2.7397432,0.30079999999999996,2.7072208
0.2980842105263158,2.7203338,0.258,2.878441
0.3046315789473684,2.6912274,0.3044,2.6919918
0.31433684210526314,2.648401,0.3048,2.6711032
0.3164421052631579,2.6260023,0.25880000000000003,2.9545677
0.3200631578947369,2.6038826,0.314,2.6139472
0.32795789473684217,2.572023,0.30200000000000005,2.6868653
0.3307157894736842,2.554597,0.32199999999999995,2.6015759
0.3404842105263158,2.5200849,0.33759999999999996,2.5443816
0.3426105263157895,2.506184,0.2772,2.8658211
0.3456,2.4765122,0.3368,2.5403042
0.3541052631578947,2.4459045,0.35200000000000004,2.4473596
0.3584,2.4351356,0.3264,2.5892785
0.3644631578947369,2.4030304,0.3628,2.3952823
0.3697684210526315,2.3757992,0.3363999999999999,2.592522
0.36821052631578943,2.3823125,0.3176,2.699759
0.37760000000000005,2.336871,0.37959999999999994,2.3577545
0.38071578947368423,2.326499,0.33519999999999994,2.5628054
0.3808421052631579,2.3205721,0.37479999999999997,2.3919725
0.39090526315789476,2.2795336,0.3868,2.3531923
0.3909473684210526,2.278915,0.3272,2.6137152
0.3967368421052631,2.2492769,0.39399999999999996,2.3113644
0.3983578947368421,2.2347162,0.37,2.3877757
0.3990315789473684,2.2364173,0.37520000000000003,2.357826
0.4088631578947368,2.194109,0.3940000000000001,2.2912843
0.4105894736842105,2.1922724,0.3692,2.423099
0.41206315789473685,2.1808188,0.402,2.2986486
0.41717894736842104,2.1552649,0.4028,2.2275949
0.41812631578947373,2.1540456,0.3876,2.3825524
0.42440000000000005,2.1280768,0.41400000000000003,2.208279
0.42730526315789474,2.112267,0.3940000000000001,2.283817
0.42846315789473693,2.1038976,0.3892,2.2950501
0.4324,2.0908413,0.42120000000000013,2.1823633
0.4357684210526316,2.0757935,0.3556,2.4346347
0.43442105263157893,2.0677028,0.4136000000000001,2.1912801
0.44317894736842106,2.0375016,0.414,2.193995
0.4434315789473684,2.0392702,0.39520000000000005,2.3358517
0.4449263157894737,2.0265236,0.4236,2.1318896
0.44886315789473685,2.013951,0.4096,2.1936939
0.4489052631578947,2.0142424,0.41279999999999994,2.2404816
0.4568631578947368,1.9802519,0.43040000000000006,2.093876
0.4557684210526316,1.9768763,0.4072,2.236685
0.46075789473684214,1.971972,0.42719999999999997,2.1265903
0.46498947368421056,1.9395267,0.42680000000000007,2.1444128
0.4652631578947368,1.95135,0.40800000000000003,2.2499528
0.4706105263157895,1.931696,0.43080000000000007,2.0844235
0.4716631578947369,1.9218307,0.43279999999999996,2.1655505
0.46987368421052633,1.929775,0.4296,2.1916192
0.47825263157894743,1.89843,0.45159999999999995,2.0319467
0.4800421052631579,1.8897439,0.40279999999999994,2.264376
0.4760631578947369,1.9023455,0.4352,2.0627465
0.48513684210526314,1.8676896,0.44839999999999997,2.0194912
0.4851157894736842,1.8737907,0.39640000000000003,2.2904038
0.4867368421052632,1.8526689,0.4532,2.0337813
0.4922315789473684,1.8396844,0.43560000000000004,2.1338775
0.48726315789473684,1.8418777,0.4428,2.0937874
0.49440000000000006,1.8267097,0.45439999999999997,1.9847194
0.4934315789473684,1.824488,0.424,2.2314584
0.49787368421052636,1.8085654,0.45760000000000006,2.0026798
0.5012,1.7984593,0.45840000000000003,1.9861329
0.4994105263157895,1.8057258,0.42680000000000007,2.1667233
0.5061473684210527,1.7732748,0.4608,1.9579897
0.5068,1.7737764,0.41319999999999996,2.2244663
0.5035999999999999,1.7870126,0.4456,2.0255735
0.507957894736842,1.7651457,0.4688000000000001,1.9564219
0.5103157894736843,1.7502025,0.436,2.123221
0.51,1.758616,0.45880000000000004,1.9497588
0.5157473684210526,1.7320101,0.4756,1.9557568
0.5153052631578947,1.7326899,0.3903999999999999,2.4284112
0.5182105263157895,1.7270254,0.47679999999999995,1.9189956
