train_acc,train_loss,val_acc,val_loss
0.022568421052631578,4.418709,0.04,4.213436
0.05094736842105264,4.1247582,0.06920000000000001,3.9773135
0.0756842105263158,3.9763963,0.0836,3.8734097
0.10471578947368422,3.813388,0.1188,3.667551
0.12955789473684212,3.657849,0.1424,3.5686712
0.15324210526315787,3.53357,0.1508,3.5167909
0.17332631578947372,3.395134,0.1916,3.2857656
0.19663157894736844,3.281097,0.1808,3.418106
0.21105263157894738,3.1889238,0.21719999999999998,3.1512954
0.2329263157894737,3.0892525,0.24479999999999996,3.060889
0.2389052631578948,3.0348337,0.23120000000000004,3.130042
0.2542947368421053,2.9591053,0.26880000000000004,2.9225569
0.2638736842105263,2.8995554,0.26039999999999996,2.9939055
0.2731368421052632,2.8612957,0.2804,2.8765593
0.285221052631579,2.7961562,0.29719999999999996,2.7858417
0.29168421052631577,2.761596,0.27480000000000004,2.865783
0.30014736842105266,2.718532,0.29760000000000003,2.7704864
0.30682105263157894,2.6825352,0.2992,2.7556207
0.3118736842105263,2.6598525,0.296,2.7666519
0.3216631578947369,2.6225476,0.3188,2.6262846
0.3292421052631579,2.5836303,0.2992,2.7156556
0.33229473684210525,2.5698571,0.32880000000000004,2.6097012
0.34185263157894735,2.5254622,0.33880000000000005,2.5545547
0.34357894736842104,2.5096662,0.312,2.7347257
0.3513894736842106,2.4812212,0.34119999999999995,2.5546238
0.35688421052631575,2.4489958,0.34119999999999995,2.522293
0.35983157894736845,2.4392703,0.33519999999999994,2.5727441
0.36661052631578944,2.3933144,0.35919999999999996,2.4627697
0.3712842105263158,2.3832502,0.34320000000000006,2.5301182
0.37416842105263154,2.3683553,0.3396,2.527271
0.3850526315789474,2.331801,0.37199999999999994,2.389772
0.3834105263157895,2.3207936,0.348,2.5298123
0.3874105263157895,2.3081176,0.38,2.3744154
0.3956421052631579,2.276606,0.37120000000000003,2.385086
0.3955368421052632,2.2739227,0.36599999999999994,2.4135447
0.4011789473684211,2.2449932,0.3932,2.3050585
0.40800000000000003,2.2217834,0.36839999999999995,2.3920023
0.4084631578947368,2.2230206,0.37120000000000003,2.4528713
0.41210526315789475,2.1980546,0.39720000000000005,2.2728646
0.41433684210526317,2.1833253,0.3644,2.4162188
0.41458947368421056,2.1795692,0.40440000000000004,2.24353
0.4230105263157895,2.1445146,0.40079999999999993,2.2557027
0.4230947368421052,2.1532934,0.3768000000000001,2.3331807
0.4249473684210527,2.1320732,0.41359999999999997,2.195993
0.43286315789473684,2.1095865,0.4004,2.262245
0.42941052631578946,2.115923,0.40840000000000004,2.2115424
0.43896842105263156,2.0876458,0.41879999999999995,2.1812305
0.4354315789473684,2.0919309,0.3908,2.2577693
0.43378947368421056,2.0904312,0.42200000000000004,2.1602087
0.4407157894736842,2.059618,0.4236,2.181714
0.4414736842105263,2.063698,0.41119999999999995,2.1910315
0.4482736842105263,2.039598,0.44199999999999995,2.123263
0.4512631578947368,2.0254376,0.414,2.2053065
0.4476842105263158,2.0372088,0.41680000000000006,2.1829495
0.45397894736842104,2.0088143,0.4348,2.1067913
0.45338947368421056,2.0108087,0.40679999999999994,2.2442179
0.4576,2.0001557,0.42800000000000005,2.113961
0.4624,1.9780507,0.4391999999999999,2.1037896
0.45915789473684215,1.9927678,0.4224,2.1299796
0.464,1.9733442,0.44919999999999993,2.0822675
0.4652631578947368,1.9570501,0.4204,2.2014205
0.46319999999999995,1.9730566,0.428,2.1214051
0.47023157894736844,1.9385293,0.43839999999999996,2.0855742
0.4690736842105263,1.9453194,0.41720000000000007,2.21848
0.46941052631578956,1.9472094,0.452,2.0722725
0.47115789473684205,1.9225619,0.4431999999999999,2.0740583
0.47174736842105264,1.9299108,0.4268,2.1739063
0.4738947368421053,1.9234769,0.45520000000000005,2.0416791
0.47934736842105263,1.9028835,0.44839999999999997,2.1172826
0.4749052631578947,1.9113739,0.45960000000000006,2.0632322
0.4817894736842106,1.8907344,0.4536,2.0242739
0.4786736842105263,1.8984218,0.4228,2.1496308
0.48271578947368426,1.8913562,0.4468000000000001,2.0724523
0.48513684210526314,1.8756064,0.45199999999999996,2.071889
0.48229473684210533,1.8873347,0.426,2.112934
0.4869894736842105,1.869928,0.4592,2.007802
0.48774736842105265,1.8615507,0.4436,2.0729303
0.48625263157894744,1.8705307,0.4244,2.1231654
0.49149473684210526,1.8459123,0.47,1.9886429
0.4872842105263158,1.8551263,0.44040000000000007,2.1497457
0.49016842105263153,1.849951,0.4628,1.9902655
0.4945684210526316,1.8287891,0.4644,2.0295877
0.49214736842105267,1.84694,0.4456,2.0895815
0.496,1.8225695,0.4640000000000001,1.975024
0.5005263157894737,1.8150101,0.4432,2.1130397
0.4971789473684211,1.825441,0.45159999999999995,2.0320635
0.4975578947368421,1.8086053,0.47480000000000006,1.9750115
0.49692631578947366,1.8156586,0.4192,2.2679806
0.4980421052631579,1.809465,0.4772,2.007518
0.5044842105263158,1.7863805,0.478,1.9587615
0.5031789473684211,1.7994118,0.45160000000000006,2.0724914
0.5044421052631579,1.7873344,0.47800000000000004,1.9649585
0.5065473684210526,1.7795669,0.4436,2.0933273
0.504821052631579,1.7917876,0.46480000000000005,1.9899983
0.5084842105263158,1.7672526,0.47919999999999996,1.9810648
0.5067789473684211,1.7774243,0.4484,2.092589
0.5110947368421053,1.7720585,0.47279999999999994,1.9827013
0.5100631578947369,1.7593533,0.47239999999999993,1.9854386
0.5109894736842105,1.770708,0.44839999999999997,2.0733411
0.510042105263158,1.7603177,0.4828,1.949344
