train_acc,train_loss,val_acc,val_loss
0.030063157894736844,4.426658,0.055200000000000006,4.1303253
0.06680000000000001,4.055583,0.07519999999999999,3.9262452
0.0868,3.9070697,0.08879999999999999,3.823398
0.11311578947368423,3.763909,0.1388,3.6132765
0.1368,3.6315887,0.14639999999999997,3.5552545
0.15351578947368422,3.5001009,0.16399999999999998,3.4751978
0.17741052631578946,3.3687449,0.19079999999999997,3.3346245
0.1957684210526316,3.2738004,0.18600000000000003,3.315419
0.21322105263157895,3.1862187,0.23199999999999998,3.1263764
0.22882105263157898,3.0898304,0.2296,3.1411798
0.2410105263157895,3.0376866,0.23440000000000003,3.0505774
0.25174736842105266,2.9748034,0.2728,2.9172626
0.26246315789473684,2.908992,0.2412,3.0392022
0.26873684210526316,2.877669,0.2604,2.9880621
0.2830315789473684,2.8126378,0.29,2.8199928
0.28621052631578947,2.7792587,0.258,2.938272
0.29701052631578945,2.7425244,0.29,2.8216398
0.30686315789473684,2.6853642,0.3116,2.7127008
0.3120842105263158,2.6705863,0.29840000000000005,2.7628372
0.31467368421052627,2.6258163,0.3264,2.648923
0.32496842105263163,2.5893724,0.3172,2.7069252
0.3306947368421052,2.5732133,0.3227999999999999,2.671792
0.3415157894736842,2.521998,0.3428,2.5488153
0.34145263157894734,2.511293,0.3208,2.6086957
